Planning_Area,0_1000,1000_1999,2000_2999,3000_3999,4000_4999,5000_5999,6000_6999,7000_7999,8000_8999,9000_9999,10000_10999,11000_11999,12000_12999,13000_13999,14000_14999,15000_17499,17500_19999,20000_and_Over
0.0,0.20845070422535208,0.2788732394366197,0.3464788732394366,0.39718309859154927,0.4591549295774648,0.5070422535211268,0.5605633802816902,0.6084507042253522,0.6507042253521127,0.6873239436619718,0.7211267605633802,0.7521126760563379,0.7859154929577463,0.8084507042253519,0.8366197183098589,0.8647887323943659,0.8901408450704222,1.0
0.0,0.034632034632034625,0.05627705627705627,0.1038961038961039,0.15584415584415584,0.20779220779220778,0.29437229437229434,0.35930735930735924,0.4285714285714285,0.502164502164502,0.5627705627705626,0.6320346320346318,0.6839826839826838,0.7229437229437228,0.766233766233766,0.8008658008658007,0.8787878787878787,0.9220779220779219,1.0
0.0,0.043343653250774,0.08204334365325078,0.14241486068111456,0.19195046439628485,0.25541795665634676,0.3157894736842105,0.37925696594427244,0.4535603715170279,0.5154798761609908,0.5758513931888546,0.6253869969040249,0.6780185758513934,0.7306501547987618,0.7662538699690404,0.798761609907121,0.8684210526315792,0.9102167182662542,1.0
0.0,0.13076923076923075,0.1692307692307692,0.20769230769230768,0.2487179487179487,0.29743589743589743,0.35384615384615387,0.39743589743589747,0.4435897435897436,0.4897435897435898,0.5333333333333333,0.5641025641025641,0.6025641025641025,0.6358974358974359,0.6692307692307692,0.6871794871794872,0.7487179487179487,0.7871794871794872,1.0
0.0,0.08385481852315393,0.12640801001251564,0.17772215269086356,0.23654568210262827,0.3016270337922403,0.36295369211514394,0.425531914893617,0.48685857321652065,0.5394242803504381,0.5994993742177722,0.6520650813516896,0.6971214017521903,0.7321652065081352,0.7634543178973717,0.8010012515644556,0.8585732165206508,0.9061326658322904,1.0
0.0,0.15714285714285717,0.17142857142857146,0.20000000000000004,0.22857142857142862,0.27142857142857146,0.28571428571428575,0.31428571428571433,0.3428571428571429,0.3857142857142858,0.4000000000000001,0.41428571428571437,0.42857142857142866,0.45714285714285724,0.45714285714285724,0.4857142857142858,0.5428571428571429,0.5428571428571429,1.0
0.0,0.17633410672853828,0.26450116009280744,0.33642691415313225,0.3967517401392111,0.46171693735498837,0.505800464037123,0.5591647331786543,0.6032482598607889,0.642691415313225,0.6960556844547564,0.7238979118329467,0.7494199535962878,0.7679814385150813,0.7935034802784223,0.8120649651972158,0.8607888631090488,0.8909512761020882,1.0
0.0,0.07954545454545453,0.12926136363636362,0.20170454545454541,0.2542613636363636,0.3423295454545454,0.4204545454545454,0.4985795454545454,0.5681818181818181,0.6321022727272727,0.6917613636363636,0.7400568181818182,0.7727272727272728,0.809659090909091,0.838068181818182,0.8678977272727274,0.9147727272727274,0.9488636363636365,1.0
0.0,0.09220985691573928,0.15421303656597776,0.2305246422893482,0.2988871224165342,0.37042925278219396,0.4435612082670906,0.5103338632750397,0.5739268680445151,0.6518282988871225,0.7090620031796503,0.7519872813990461,0.7965023847376789,0.8267090620031796,0.8537360890302066,0.8728139904610492,0.9157392686804451,0.9459459459459458,1.0
0.0,0.1342281879194631,0.16778523489932887,0.2080536912751678,0.2550335570469799,0.28859060402684567,0.3288590604026846,0.3691275167785235,0.4026845637583893,0.4429530201342282,0.46308724832214765,0.5100671140939598,0.5302013422818792,0.5436241610738255,0.5704697986577181,0.5906040268456375,0.6442953020134228,0.697986577181208,1.0
