Planning_Area,0_1000,1000_1999,2000_2999,3000_3999,4000_4999,5000_5999,6000_6999,7000_7999,8000_8999,9000_9999,10000_10999,11000_11999,12000_12999,13000_13999,14000_14999,15000_17499,17500_19999,20000_and_Over
0.0,0.11654288745613321,0.1736717538561985,0.23129029625397865,0.28654207132947035,0.3454664163878234,0.4021056067901738,0.4598873745205256,0.5132620582714438,0.5663102913572187,0.6141353138007019,0.6571451889333224,0.6954215294213661,0.7311678772545499,0.7612013384477271,0.7886231943197585,0.8404472374112463,0.87872357789929,1.0
0.0,0.17252396166134185,0.2587859424920128,0.32907348242811507,0.39137380191693294,0.4552715654952077,0.5159744408945687,0.5623003194888179,0.6150159744408945,0.6565495207667731,0.693290734824281,0.7332268370607028,0.7619808306709265,0.7875399361022364,0.8067092651757188,0.8338658146964856,0.8690095846645367,0.9009584664536741,1.0
0.0,0.13232104121475052,0.21041214750542298,0.254880694143167,0.31236442516268975,0.3698481561822125,0.4370932754880693,0.4934924078091105,0.5281995661605206,0.5759219088937093,0.6073752711496746,0.6366594360086768,0.6691973969631236,0.7049891540130152,0.7331887201735359,0.754880694143167,0.8004338394793926,0.8383947939262473,1.0
0.0,0.11151079136690648,0.15827338129496404,0.19784172661870505,0.2302158273381295,0.27697841726618705,0.3129496402877698,0.3525179856115108,0.38848920863309355,0.4496402877697842,0.48561151079136694,0.5179856115107914,0.5683453237410072,0.6115107913669064,0.6546762589928057,0.6870503597122302,0.7338129496402878,0.7985611510791367,1.0
0.0,0.11818181818181817,0.1727272727272727,0.22727272727272724,0.2863636363636363,0.34772727272727266,0.3954545454545454,0.46590909090909083,0.5181818181818181,0.5727272727272726,0.6136363636363635,0.659090909090909,0.6999999999999998,0.7386363636363635,0.7613636363636362,0.7977272727272726,0.8454545454545453,0.8772727272727272,1.0
0.0,0.23369565217391303,0.3442028985507246,0.40942028985507245,0.4583333333333333,0.5072463768115942,0.5452898550724639,0.5851449275362319,0.6268115942028986,0.6557971014492754,0.6884057971014493,0.7192028985507247,0.7445652173913044,0.7735507246376813,0.798913043478261,0.8297101449275364,0.871376811594203,0.9003623188405798,1.0
0.0,0.06796116504854369,0.10922330097087378,0.16262135922330095,0.21844660194174753,0.2766990291262135,0.3349514563106795,0.40533980582524265,0.4757281553398057,0.5364077669902911,0.5946601941747571,0.6504854368932037,0.686893203883495,0.7305825242718444,0.7742718446601939,0.8033980582524269,0.8567961165048541,0.8956310679611648,1.0
0.0,0.13389121338912133,0.1631799163179916,0.17991631799163177,0.19665271966527192,0.205020920502092,0.21757322175732213,0.23012552301255226,0.25941422594142255,0.28870292887029286,0.29707112970711297,0.33472803347280333,0.3514644351464435,0.3807531380753138,0.39748953974895396,0.41841004184100417,0.4686192468619247,0.5481171548117155,1.0
0.0,0.06085192697768763,0.10141987829614604,0.1643002028397566,0.22312373225152132,0.2799188640973631,0.34077079107505076,0.39756592292089254,0.4503042596348885,0.5172413793103449,0.5821501014198783,0.6328600405679513,0.6795131845841785,0.7119675456389453,0.7545638945233266,0.7951318458417851,0.8701825557809332,0.9107505070993915,1.0
0.0,0.15614617940199335,0.21926910299003322,0.2724252491694352,0.32558139534883723,0.38205980066445183,0.43853820598006643,0.49501661129568103,0.5348837209302325,0.5847176079734219,0.6245847176079734,0.6611295681063123,0.6943521594684385,0.7209302325581395,0.7441860465116279,0.7674418604651163,0.823920265780731,0.8604651162790699,1.0
0.0,0.16266666666666668,0.2346666666666667,0.30933333333333335,0.38133333333333336,0.4426666666666667,0.4933333333333334,0.5466666666666667,0.5866666666666668,0.6453333333333334,0.6826666666666668,0.7333333333333334,0.7626666666666667,0.7813333333333334,0.8,0.8266666666666667,0.88,0.912,1.0
0.0,0.10575427682737171,0.15396578538102645,0.22083981337480563,0.2892690513219285,0.35303265940902023,0.4090202177293935,0.47433903576982894,0.5318818040435459,0.5909797822706065,0.6345256609642302,0.6765163297045101,0.7122861586314153,0.7480559875583205,0.7776049766718508,0.7978227060653189,0.8460342146189737,0.8895800933125972,1.0
0.0,0.11764705882352941,0.1568627450980392,0.23529411764705882,0.2980392156862745,0.36470588235294116,0.4235294117647059,0.4823529411764706,0.5450980392156863,0.5882352941176471,0.6431372549019608,0.6901960784313725,0.7254901960784313,0.7725490196078431,0.7882352941176469,0.8078431372549019,0.8627450980392156,0.8941176470588235,1.0
0.0,0.08333333333333334,0.14215686274509803,0.19362745098039216,0.25612745098039214,0.3223039215686274,0.3786764705882353,0.4473039215686274,0.5208333333333333,0.5870098039215685,0.6482843137254901,0.6899509803921567,0.7401960784313725,0.7794117647058822,0.8235294117647057,0.8455882352941175,0.8970588235294117,0.9289215686274509,1.0
0.0,0.1643835616438356,0.24109589041095889,0.30958904109589036,0.3808219178082191,0.4301369863013698,0.47397260273972597,0.5342465753424657,0.5780821917808219,0.6219178082191781,0.6547945205479452,0.6986301369863014,0.7397260273972603,0.7753424657534247,0.8054794520547945,0.8219178082191781,0.8493150684931507,0.8739726027397261,1.0
0.0,0.19736842105263158,0.24342105263157895,0.2960526315789474,0.34210526315789475,0.3815789473684211,0.4210526315789474,0.46710526315789475,0.493421052631579,0.5131578947368421,0.5526315789473685,0.5789473684210527,0.611842105263158,0.6447368421052633,0.6644736842105264,0.6842105263157896,0.7236842105263159,0.7565789473684212,1.0
0.0,0.12738853503184713,0.178343949044586,0.2229299363057325,0.25477707006369427,0.29936305732484075,0.35668789808917195,0.40127388535031844,0.4331210191082802,0.464968152866242,0.4904458598726114,0.5414012738853503,0.5605095541401274,0.5987261146496815,0.6305732484076433,0.643312101910828,0.6878980891719745,0.7388535031847133,1.0
0.0,0.19047619047619047,0.3214285714285714,0.41666666666666663,0.46428571428571425,0.5119047619047619,0.5714285714285714,0.6190476190476191,0.6547619047619048,0.6904761904761905,0.7142857142857143,0.7619047619047619,0.7857142857142857,0.8095238095238095,0.8214285714285714,0.8214285714285714,0.8571428571428571,0.8928571428571428,1.0
0.0,0.06157635467980296,0.09852216748768472,0.13054187192118227,0.1724137931034483,0.2118226600985222,0.2783251231527094,0.3349753694581281,0.3916256157635468,0.4458128078817734,0.5172413793103449,0.5738916256157636,0.6280788177339902,0.6847290640394089,0.7093596059113301,0.7512315270935961,0.8177339901477833,0.8596059113300493,1.0
0.0,0.06927710843373493,0.09638554216867468,0.14457831325301201,0.1867469879518072,0.23795180722891562,0.28915662650602403,0.3493975903614457,0.4036144578313252,0.4548192771084336,0.5180722891566264,0.5813253012048192,0.6325301204819276,0.6927710843373492,0.7469879518072288,0.7981927710843372,0.8885542168674697,0.9518072289156625,1.0
