full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
506 SERANGOON NTH AVE 4,4691.072272083136,4989.37840999515,public,1.37281631901907,103.876339684598,SERANGOON,SERANGOON NORTH
506 WEST COAST DR,4510.869565217391,4698.737886015773,public,1.31251696940456,103.760867377122,CLEMENTI,CLEMENTI CENTRAL
506 WOODLANDS DR 14,4450.819672131148,4183.740664757238,public,1.43244170448861,103.790863803202,WOODLANDS,WOODLANDS SOUTH
506A SERANGOON NTH AVE 4,4965.753424657534,5120.926901337186,public,1.37302429036592,103.875829212325,SERANGOON,SERANGOON NORTH
506A WELLINGTON CIRCLE,3615.3846153846152,3953.7688461538464,public,1.45198402771961,103.823946118275,SEMBAWANG,ADMIRALTY
506A YISHUN AVE 4,5698.924731182796,5663.041393091636,public,1.41593131808966,103.840014884657,YISHUN,LOWER SELETAR
506B SERANGOON NTH AVE 4,4530.262068965517,4758.220383247227,public,1.37247361637556,103.875802118899,SERANGOON,SERANGOON NORTH
506B YISHUN AVE 4,5970.588235294118,5844.788778509506,public,1.41581868901228,103.840678829265,YISHUN,LOWER SELETAR
506C YISHUN AVE 4,6021.505376344087,5881.748802746905,public,1.41544596373585,103.840455724763,YISHUN,LOWER SELETAR
507 ANG MO KIO AVE 8,4402.985074626866,4417.29088068315,public,1.37443139933504,103.850157484705,ANG MO KIO,CHENG SAN
507 BEDOK NTH AVE 3,4701.086956521739,4696.792270531401,public,1.33298071677208,103.93259903289,BEDOK,BEDOK NORTH
507 BT BATOK ST 52,4184.782608695652,4556.015458937199,public,1.3522210432368,103.753979892768,BUKIT BATOK,GUILIN
507 CHOA CHU KANG ST 51,3375.529981829194,3517.1025512441984,public,1.38910481548092,103.74128676791,CHOA CHU KANG,CHOA CHU KANG NORTH
507 HOUGANG AVE 8,4796.952380952381,4833.283416229325,public,1.37240648339621,103.887612440713,HOUGANG,HOUGANG WEST
507 JELAPANG RD,3585.3658536585367,3916.482435057123,public,1.38655567093278,103.767999746703,BUKIT PANJANG,SAUJANA
507 JURONG WEST ST 52,4121.621621621622,4121.621621621622,public,1.34902708903263,103.718429933971,JURONG WEST,HONG KAH
507 PASIR RIS ST 52,4741.851676901275,5060.057061880018,public,1.37662680679937,103.94458886029,PASIR RIS,PASIR RIS CENTRAL
507 SERANGOON NTH AVE 4,4333.333333333333,4789.157802265076,public,1.37195725612878,103.875267195326,SERANGOON,SERANGOON NORTH
507 WEST COAST DR,4402.173913043478,4525.59455535674,public,1.31207968902337,103.760802118745,CLEMENTI,CLEMENTI CENTRAL
507 WOODLANDS DR 14,3564.516129032258,3906.727522481028,public,1.43176924442597,103.790935226101,WOODLANDS,WOODLANDS SOUTH
507A WELLINGTON CIRCLE,3777.777777777778,4153.4379965537855,public,1.45273079781221,103.823966900031,SEMBAWANG,ADMIRALTY
507A YISHUN AVE 4,5806.451612903225,5874.000332900563,public,1.41528792348436,103.83984650139,YISHUN,LOWER SELETAR
507B WELLINGTON CIRCLE,3812.087912087912,4052.086014586015,public,1.45288094461879,103.823411094973,SEMBAWANG,ADMIRALTY
507C WELLINGTON CIRCLE,4022.727272727273,4272.132234432234,public,1.4517313216515,103.823451879244,SEMBAWANG,ADMIRALTY
507D WELLINGTON CIRCLE,4153.415384615385,4422.209147256475,public,1.45125279482673,103.822961721452,SEMBAWANG,ADMIRALTY
508 ANG MO KIO AVE 8,4943.181818181818,5354.166666666667,public,1.3737900820123,103.849028999189,ANG MO KIO,CHENG SAN
508 BEDOK NTH AVE 3,4184.782608695652,4361.253196930946,public,1.33340011898402,103.932519442702,BEDOK,BEDOK NORTH
508 BT BATOK ST 52,3785.714285714286,3844.196428571429,public,1.35255839343036,103.754428405503,BUKIT BATOK,GUILIN
508 CHOA CHU KANG ST 51,3148.1481481481483,3448.579174513246,public,1.38836602447224,103.741643089,CHOA CHU KANG,CHOA CHU KANG NORTH
508 HOUGANG AVE 10,5534.246575342466,5601.631927466978,public,1.37169361288918,103.887728568475,HOUGANG,HOUGANG WEST
508 JELAPANG RD,4500.0,4530.656698869101,public,1.38634539387806,103.768831827225,BUKIT PANJANG,SAUJANA
508 JURONG WEST ST 52,3648.6486486486488,3840.21384021384,public,1.34872718063365,103.718715391434,JURONG WEST,HONG KAH
508 PASIR RIS ST 52,4486.301369863014,4949.634010392065,public,1.37614970669375,103.944239093702,PASIR RIS,PASIR RIS CENTRAL
508 SERANGOON NTH AVE 4,4500.0,4671.589807306089,public,1.37184770991728,103.875761256028,SERANGOON,SERANGOON NORTH
508 TAMPINES CTRL 1,4933.610725843736,5163.457534653081,public,1.35464768326021,103.94554932204,TAMPINES,TAMPINES EAST
508 WEST COAST DR,4216.058262902356,4354.148309730107,public,1.31165973523805,103.761761494233,CLEMENTI,CLEMENTI CENTRAL
508 WOODLANDS DR 14,4683.168316831683,4363.316586492199,public,1.43213384772534,103.790580691321,WOODLANDS,WOODLANDS SOUTH
508A WELLINGTON CIRCLE,4122.870588235294,4339.645395127748,public,1.45251383070644,103.820519939603,SEMBAWANG,ADMIRALTY
508A YISHUN AVE 4,6010.752688172043,6049.720472274931,public,1.41478193236176,103.839551599391,YISHUN,LOWER SELETAR
508B WELLINGTON CIRCLE,4833.333333333333,4604.4800000000005,public,1.45262510110474,103.820909521779,SEMBAWANG,ADMIRALTY
508B YISHUN AVE 4,5904.224950042821,5971.088091159958,public,1.41429103817707,103.839839936719,YISHUN,LOWER SELETAR
508C WELLINGTON CIRCLE,4735.29411764706,4862.268790849674,public,1.45288239563765,103.821431874269,SEMBAWANG,ADMIRALTY
509 ANG MO KIO AVE 8,4622.3512069283215,4762.521768261235,public,1.37400086510074,103.850139806283,ANG MO KIO,CHENG SAN
509 BEDOK NTH ST 3,4980.928689883914,4772.815367606412,public,1.33306648174585,103.931091390071,BEDOK,BEDOK NORTH
509 BT BATOK ST 52,5140.449438202248,5034.265482878544,public,1.35254758281777,103.754191723364,BUKIT BATOK,GUILIN
509 CHOA CHU KANG ST 51,4000.0,3945.555570560888,public,1.38799995768277,103.741818224223,CHOA CHU KANG,CHOA CHU KANG NORTH
509 HOUGANG AVE 10,5389.2163661581135,5203.97166210273,public,1.37221124042577,103.888189505076,HOUGANG,HOUGANG WEST
509 JELAPANG RD,4005.843852267415,4279.6190516667375,public,1.38662703901062,103.76902161764,BUKIT PANJANG,SAUJANA
509 PASIR RIS ST 52,5360.651865847898,5179.250533008209,public,1.37579021565855,103.943988040756,PASIR RIS,PASIR RIS CENTRAL
509 SERANGOON NTH AVE 4,4333.333333333333,4457.562747871426,public,1.37140997938441,103.876148952813,SERANGOON,SERANGOON NORTH
509 TAMPINES CTRL 1,4454.545454545455,4454.545454545455,public,1.35523143435852,103.945480789219,TAMPINES,TAMPINES EAST
509 WEST COAST DR,4484.101232965607,4549.077283477463,public,1.31115775820738,103.761017537669,CLEMENTI,CLEMENTI CENTRAL
509 WOODLANDS DR 14,4022.057794392524,4383.199604991359,public,1.43271971210005,103.789115611809,WOODLANDS,WOODLANDS SOUTH
509A WELLINGTON CIRCLE,4044.444444444444,4402.665050505051,public,1.45308000905079,103.820743432328,SEMBAWANG,ADMIRALTY
509A YISHUN AVE 4,5973.451327433629,5953.405102504731,public,1.41371070675887,103.839528173264,YISHUN,LOWER SELETAR
509B WELLINGTON CIRCLE,3777.777777777778,4023.610101010101,public,1.45328536421439,103.821213227146,SEMBAWANG,ADMIRALTY
509B YISHUN AVE 4,5899.134075554286,5926.013940432011,public,1.41379975962339,103.840131905186,YISHUN,LOWER SELETAR
509C YISHUN AVE 4,5688.1720430107525,5748.834021055545,public,1.41430342507305,103.840416962438,YISHUN,LOWER SELETAR
51 C'WEALTH DR,8825.396825396825,8788.549871024003,public,1.30153486975605,103.79764036202,QUEENSTOWN,TANGLIN HALT
51 CHAI CHEE ST,4240.59706527239,4300.172523003692,public,1.32881089989839,103.922129869924,BEDOK,KEMBANGAN
51 CIRCUIT RD,5166.666666666667,5166.666666666667,public,1.32452045191678,103.885514575324,GEYLANG,MACPHERSON
51 JLN BAHAGIA,8333.333333333334,8352.965983156506,public,1.3277215097095,103.856020646463,NOVENA,BALESTIER
51 KENT RD,5604.395604395604,5648.005840313533,public,1.3167570723148,103.851105557934,KALLANG,KAMPONG JAVA
51 LENGKOK BAHRU,5595.238095238095,5605.830835520145,public,1.28761342749689,103.812272124073,BUKIT MERAH,ALEXANDRA HILL
51 LOR 6 TOA PAYOH,4700.0,4798.965399074762,public,1.33778337648439,103.852507455855,TOA PAYOH,BOON TECK
51 NEW UPP CHANGI RD,4345.238095238095,4504.515599343185,public,1.32343585125293,103.942341379723,BEDOK,BEDOK SOUTH
51 SIMS DR,5482.456140350877,5538.081133096249,public,1.31629232098944,103.878898984422,GEYLANG,ALJUNIED
51 STRATHMORE AVE,8111.111111111111,8381.569688678854,public,1.29335856548885,103.808799765341,QUEENSTOWN,MARGARET DRIVE
51 TEBAN GDNS RD,4123.287671232876,4271.97144510901,public,1.32077270115681,103.737035273723,JURONG EAST,TEBAN GARDENS
51 TELOK BLANGAH DR,5304.347826086957,5526.568561872909,public,1.27349303763916,103.809744638751,BUKIT MERAH,TELOK BLANGAH DRIVE
510 ANG MO KIO AVE 8,5465.909090909091,5763.034090909091,public,1.37340092645025,103.849073244454,ANG MO KIO,CHENG SAN
510 BEDOK NTH ST 3,4298.507462686567,4598.07336673338,public,1.3324467322696,103.930476688129,BEDOK,BEDOK NORTH
510 BT BATOK ST 52,4385.245901639344,4344.88499971089,public,1.35275159558485,103.754823604086,BUKIT BATOK,GUILIN
510 CHOA CHU KANG ST 51,3377.862595419847,3598.9053132484228,public,1.38794756262544,103.741378171035,CHOA CHU KANG,CHOA CHU KANG NORTH
510 HOUGANG AVE 10,5089.887640449439,4980.51199736593,public,1.37257464057042,103.88846165069,HOUGANG,HOUGANG WEST
510 JELAPANG RD,4087.912087912088,4346.986469662486,public,1.38758897243491,103.768982952421,BUKIT PANJANG,SAUJANA
510 JURONG WEST ST 52,4733.943241224795,4691.305890788397,public,1.3483779798726,103.719448323487,JURONG WEST,HONG KAH
510 PASIR RIS ST 52,5259.363923747485,5164.886483379634,public,1.37572584037326,103.944596742116,PASIR RIS,PASIR RIS CENTRAL
510 SERANGOON NTH AVE 4,4172.063626034735,4477.067402182428,public,1.3705945092529,103.875781975365,SERANGOON,SERANGOON NORTH
510 WEST COAST DR,4714.876703439325,4578.686475387736,public,1.31083088009791,103.760796117451,CLEMENTI,CLEMENTI CENTRAL
510 WOODLANDS DR 14,3960.0,4404.734314205476,public,1.43276101501459,103.78849713537,WOODLANDS,WOODLANDS SOUTH
510A WELLINGTON CIRCLE,4333.333333333333,4457.671957671958,public,1.45347436227405,103.820317524174,SEMBAWANG,ADMIRALTY
510B WELLINGTON CIRCLE,4444.444444444444,4356.599385155907,public,1.453608954893,103.820883631768,SEMBAWANG,ADMIRALTY
511 ANG MO KIO AVE 8,4560.43956043956,4723.77525083612,public,1.37356775015905,103.850154125155,ANG MO KIO,CHENG SAN
511 BT BATOK ST 52,3928.571428571429,4271.106155868894,public,1.35271529471877,103.753793458002,BUKIT BATOK,GUILIN
511 CHOA CHU KANG ST 51,4164.0625,3915.532983316388,public,1.38932946700346,103.740872171249,CHOA CHU KANG,CHOA CHU KANG NORTH
511 HOUGANG AVE 10,4765.625,4917.1918767507,public,1.37207420608508,103.888728981515,HOUGANG,HOUGANG WEST
511 JELAPANG RD,4485.29411764706,4213.229046737116,public,1.38781353239945,103.768439867751,BUKIT PANJANG,SAUJANA
511 JURONG WEST ST 52,4786.801364471267,4753.47671178024,public,1.34779267211314,103.71959110524,JURONG WEST,HONG KAH
511 PASIR RIS ST 52,4398.507462686567,4568.995976191394,public,1.37496053801206,103.943992724645,PASIR RIS,PASIR RIS CENTRAL
511 SERANGOON NTH AVE 4,4348.606666666667,4570.611140495867,public,1.3711995231746,103.87563237216,SERANGOON,SERANGOON NORTH
511 WEST COAST DR,4527.472527472528,4594.883949002942,public,1.31032016677093,103.760411562158,CLEMENTI,CLEMENTI CENTRAL
511 WOODLANDS DR 14,4707.03125,4569.557304727879,public,1.43345295690823,103.788653978912,WOODLANDS,WOODLANDS SOUTH
511A YISHUN ST 51,5486.725663716814,5541.492012270071,public,1.41566230128128,103.841448577214,YISHUN,LOWER SELETAR
511B YISHUN ST 51,5442.477876106194,5537.9743955730255,public,1.41560014502104,103.84241412452,YISHUN,LOWER SELETAR
511C YISHUN ST 51,5411.764705882353,5659.471704431298,public,1.41530305258667,103.842596778528,YISHUN,LOWER SELETAR
512 ANG MO KIO AVE 8,5147.058823529412,5118.230065616595,public,1.3726147414362,103.849155674919,ANG MO KIO,CHENG SAN
512 BEDOK NTH AVE 2,4184.782608695652,4367.25,public,1.33336715518929,103.929177675999,BEDOK,BEDOK NORTH
512 BT BATOK ST 52,3698.630136986301,4100.153463483214,public,1.35398085001178,103.752778231289,BUKIT BATOK,GUILIN
512 CHOA CHU KANG ST 51,3358.208955223881,3575.0538228464384,public,1.38957559400369,103.741058409113,CHOA CHU KANG,CHOA CHU KANG NORTH
512 HOUGANG AVE 10,4992.945297127115,4970.759043227289,public,1.37127315314256,103.88861964542,HOUGANG,HOUGANG WEST
512 JELAPANG RD,3708.3333333333335,4155.530975022636,public,1.38733197714311,103.768255010804,BUKIT PANJANG,SAUJANA
512 PASIR RIS ST 52,4825.581395348837,4826.830413640156,public,1.37549049477777,103.943891547201,PASIR RIS,PASIR RIS CENTRAL
512 SERANGOON NTH AVE 4,4286.260330578512,4516.994970484061,public,1.37151127575468,103.875246610429,SERANGOON,SERANGOON NORTH
512 WEST COAST DR,4554.945054945055,4580.870216739782,public,1.30995900089387,103.760210268491,CLEMENTI,CLEMENTI CENTRAL
512 WOODLANDS DR 14,4031.104,4423.316236357932,public,1.43423238928987,103.788857198082,WOODLANDS,WOODLANDS SOUTH
512A YISHUN ST 51,5645.1612903225805,5615.413318875938,public,1.41427715732808,103.841120644288,YISHUN,LOWER SELETAR
512B YISHUN ST 51,5834.519291587603,5810.579656862745,public,1.41470704581506,103.842112341444,YISHUN,LOWER SELETAR
512C YISHUN ST 51,5699.115044247787,5726.582752198796,public,1.41495775877443,103.842654982886,YISHUN,LOWER SELETAR
513 ANG MO KIO AVE 8,5000.0,5137.956202276343,public,1.37274887735559,103.850191392582,ANG MO KIO,CHENG SAN
513 BEDOK NTH AVE 2,4255.434782608696,4223.24154589372,public,1.33296325978368,103.929255599883,BEDOK,BEDOK NORTH
513 BT BATOK ST 52,4615.006553079948,4474.360921309045,public,1.35405485249506,103.752320202563,BUKIT BATOK,GUILIN
513 CHOA CHU KANG ST 51,3727.8644372124336,3824.414408357974,public,1.38976124644103,103.742482515604,CHOA CHU KANG,CHOA CHU KANG NORTH
513 HOUGANG AVE 10,4752.06611570248,5047.794282852135,public,1.37206841466002,103.889663625576,HOUGANG,HOUGANG WEST
513 JELAPANG RD,3888.8888888888887,4075.5186558977994,public,1.38805668293303,103.76772541267,BUKIT PANJANG,SAUJANA
513 JURONG WEST ST 52,4527.027027027027,4540.1599278245885,public,1.34745759842817,103.719968013012,JURONG WEST,HONG KAH
513 PASIR RIS ST 52,4782.50694749159,4819.430683142484,public,1.37517789596632,103.943569595629,PASIR RIS,PASIR RIS CENTRAL
513 WELLINGTON CIRCLE,5375.0,5909.264705882353,public,1.45420776620009,103.82013524496,SEMBAWANG,ADMIRALTY
513 WOODLANDS DR 14,4140.405957943925,4349.259936703965,public,1.43386698574021,103.789472977537,WOODLANDS,WOODLANDS SOUTH
513A YISHUN ST 51,6191.176470588235,6148.381296042149,public,1.41604013194338,103.843489405235,YISHUN,LOWER SELETAR
513B YISHUN ST 51,6017.699115044248,6039.122475519849,public,1.41572235710803,103.843648447267,YISHUN,LOWER SELETAR
513C YISHUN ST 51,6301.470588235294,6341.323761083714,public,1.41540780549145,103.84380144741,YISHUN,LOWER SELETAR
513D YISHUN ST 51,6071.814635074697,6021.315265486725,public,1.41563356027215,103.844327816523,YISHUN,LOWER SELETAR
514 BEDOK NTH AVE 2,4888.888888888889,5246.464646464647,public,1.33224019718694,103.92890624288,BEDOK,BEDOK NORTH
514 BT BATOK ST 52,4303.278688524591,4369.792611455957,public,1.3544681944625,103.752589182658,BUKIT BATOK,GUILIN
514 CHOA CHU KANG ST 51,4001.055347091932,3880.390465888546,public,1.3903050833703,103.74308786685,CHOA CHU KANG,CHOA CHU KANG NORTH
514 HOUGANG AVE 10,4456.636235955057,4456.636235955057,public,1.37211670537615,103.889192688637,HOUGANG,HOUGANG WEST
514 JELAPANG RD,4508.196721311476,4393.586075535755,public,1.38758753212601,103.767385364804,BUKIT PANJANG,SAUJANA
514 JURONG WEST ST 52,4459.459459459459,4634.891304019975,public,1.34685795317903,103.720359427016,JURONG WEST,HONG KAH
514 PASIR RIS ST 52,4140.625,4578.91992650376,public,1.37460129469019,103.943139291069,PASIR RIS,PASIR RIS CENTRAL
514 SERANGOON NTH AVE 4,4344.262295081967,4499.874373997119,public,1.37089010645534,103.874391232178,SERANGOON,SERANGOON NORTH
514 WOODLANDS DR 14,4294.171428571429,4427.714247411436,public,1.43459781347729,103.789672557945,WOODLANDS,WOODLANDS SOUTH
515 BEDOK NTH AVE 2,4780.487804878048,4875.775593576832,public,1.33186656511661,103.929960229584,BEDOK,BEDOK NORTH
515 CHOA CHU KANG ST 51,3571.428571428572,3985.400709056232,public,1.3901811717092,103.74357056159,CHOA CHU KANG,CHOA CHU KANG NORTH
515 HOUGANG AVE 10,4345.238095238095,4638.720894813821,public,1.37239536533304,103.889038095817,HOUGANG,HOUGANG WEST
515 JELAPANG RD,3842.97520661157,4075.8393467741303,public,1.38820615707893,103.767265836753,BUKIT PANJANG,SAUJANA
515 JURONG WEST ST 52,4761.9047619047615,4644.180805699205,public,1.3463037462855,103.720626370021,JURONG WEST,HONG KAH
515 PASIR RIS ST 52,4120.0,4333.182794973054,public,1.3741441761542,103.942957213626,PASIR RIS,PASIR RIS CENTRAL
515 SERANGOON NTH AVE 4,3942.307692307693,4461.538461538462,public,1.37105729858031,103.873688060002,SERANGOON,SERANGOON NORTH
515 WOODLANDS DR 14,4026.990654205608,4152.684943332965,public,1.43468637535534,103.790453202511,WOODLANDS,WOODLANDS SOUTH
515A TAMPINES CTRL 7,6934.752293577982,7090.629178313092,public,1.35696557399587,103.938383041261,TAMPINES,TAMPINES EAST
515B TAMPINES CTRL 7,7149.122807017544,7196.314847387112,public,1.35696781983179,103.93866770469,TAMPINES,TAMPINES EAST
515C TAMPINES CTRL 7,7361.111111111111,7350.530720561791,public,1.3569678017343,103.938986535158,TAMPINES,TAMPINES EAST
515D TAMPINES CTRL 7,6727.272727272727,7119.125271059215,public,1.35696233709253,103.939269203294,TAMPINES,TAMPINES EAST
516 BEDOK NTH AVE 2,5126.050420168067,5388.655462184874,public,1.3310599731551,103.930041392882,BEDOK,BEDOK NORTH
516 CHOA CHU KANG ST 51,3082.7067669172934,3302.212473464805,public,1.39095082103226,103.743525069499,CHOA CHU KANG,CHOA CHU KANG NORTH
516 HOUGANG AVE 10,4415.333333333333,4761.191266947406,public,1.37274640086423,103.88904248743,HOUGANG,HOUGANG WEST
516 JELAPANG RD,3921.56862745098,4143.468975468975,public,1.3873519377776,103.767041821055,BUKIT PANJANG,SAUJANA
516 JURONG WEST ST 52,4509.345794392523,4728.727500007228,public,1.34550445307942,103.720569126146,JURONG WEST,HONG KAH
516 PASIR RIS ST 52,4190.850554058101,4416.07687420779,public,1.37414901860681,103.943539735181,PASIR RIS,PASIR RIS CENTRAL
516 SERANGOON NTH AVE 4,4904.109589041096,5112.442922374429,public,1.37123838088051,103.873306943445,SERANGOON,SERANGOON NORTH
516 WOODLANDS DR 14,3878.504672897196,4106.548105578232,public,1.43469554286276,103.791048679069,WOODLANDS,WOODLANDS SOUTH
517 BEDOK NTH AVE 2,4717.391304347826,4799.592391304348,public,1.33108906602956,103.929204536012,BEDOK,BEDOK NORTH
517 CHOA CHU KANG ST 51,3750.0,3894.071930345903,public,1.39106988743292,103.74289574482,CHOA CHU KANG,CHOA CHU KANG NORTH
517 HOUGANG AVE 10,4359.550561797752,4583.168098700154,public,1.37280277826625,103.889740249273,HOUGANG,HOUGANG WEST
517 JELAPANG RD,3633.1898613103776,3970.808654897138,public,1.38803622153251,103.766707751932,BUKIT PANJANG,SAUJANA
517 JURONG WEST ST 52,4094.5945945945946,4081.081081081081,public,1.34571919855887,103.719514503616,JURONG WEST,HONG KAH
517 PASIR RIS ST 52,4432.755005624297,4689.903880257447,public,1.37468100401123,103.943850343462,PASIR RIS,PASIR RIS CENTRAL
517 SERANGOON NTH AVE 4,4552.884615384615,4686.23896595208,public,1.37132287333653,103.874086539044,SERANGOON,SERANGOON NORTH
517 WOODLANDS DR 14,4106.639839034206,4247.490236467915,public,1.43382994903659,103.791679802234,WOODLANDS,WOODLANDS SOUTH
517A JURONG WEST ST 52,5921.052631578948,6027.503682369342,public,1.34531761707387,103.721254306116,JURONG WEST,HONG KAH
517C JURONG WEST ST 52,5723.998169336384,5772.951304347826,public,1.34493630769122,103.720024635155,JURONG WEST,HONG KAH
517D JURONG WEST ST 52,6295.652173913044,6319.276015939398,public,1.34492456848375,103.719459357636,JURONG WEST,HONG KAH
517E JURONG WEST ST 52,5821.052631578948,5829.696007259528,public,1.34456777104819,103.719018884939,JURONG WEST,HONG KAH
