project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,longitude,latitude,planning_area,subzone
ONE TREE HILL COLLECTION,72 JALAN ARNAP ONE TREE HILL COLLECTION SINGAPORE 249379,37671.99017199017,37155.959401620064,private,103.82556410756088,1.300995307648502,RIVER VALLEY,ONE TREE HILL
EUNOS GREEN,10 SIMS AVENUE EAST EUNOS GREEN SINGAPORE 416558,10400.0,10400.0,private,103.90574945368238,1.3186928880586293,BEDOK,KEMBANGAN
KUM HING COURT,36 TOMLINSON ROAD KUM HING COURT SINGAPORE 247856,26158.940397350994,25818.353831598863,private,103.82629635620714,1.3022502625737338,RIVER VALLEY,ONE TREE HILL
LANDED HOUSING DEVELOPMENT in GENTLE ROAD,41D GENTLE ROAD GENTLE REFLECTIONS SINGAPORE 309202,20740.057940479328,19187.787015242677,private,103.83835483918875,1.318625466383484,NOVENA,MOULMEIN
EVELYN MANSIONS,20 EVELYN ROAD EVELYN MANSIONS SINGAPORE 309309,20239.78246539222,19664.44777447011,private,103.83910388396276,1.3164946500641814,NOVENA,MOULMEIN
LANDED HOUSING DEVELOPMENT in BISHOPSGATE,3 BISHOPSGATE SINGAPORE 249969,23769.472683390624,23769.472683390624,private,103.82362284473749,1.2975388280457758,TANGLIN,CHATSWORTH
THE ENCLAVE . HOLLAND,131 HOLLAND ROAD THE ENCLAVE . HOLLAND SINGAPORE 278569,20138.455149501664,22129.129022578123,private,103.7990110356224,1.3121352230160106,BUKIT TIMAH,LEEDON PARK
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,12007.215007215009,11463.231341006996,private,103.85304357526448,1.3233003228538482,NOVENA,BALESTIER
CENTRA HEIGHTS,455 SIMS AVENUE CENTRA HEIGHTS SINGAPORE 387607,16771.226415094337,17117.42338317822,private,103.88657418398448,1.3162939776337816,GEYLANG,ALJUNIED
SEVEN OAKS,860 OLD HOLLAND ROAD SEVEN OAKS SINGAPORE 278695,14029.80103408736,14029.80103408736,private,103.79015118900824,1.330226000137801,BUKIT TIMAH,HOLLAND ROAD
TREASURES@G6,35 LORONG 6 GEYLANG TREASURES@G6 SINGAPORE 399187,15476.190476190475,14719.30010559508,private,103.8767279654558,1.3106181291120809,GEYLANG,ALJUNIED
LANDED HOUSING DEVELOPMENT in WATTEN TERRACE,21 WATTEN TERRACE WATTEN ESTATE SINGAPORE 287244,20325.20325203252,20325.20325203252,private,103.80816352440742,1.327573352512015,BUKIT TIMAH,HILLCREST
LANDED HOUSING DEVELOPMENT in JALAN LIM TAI SEE,63 JALAN LIM TAI SEE SINGAPORE 268394,19361.700112326023,18903.392086635435,private,103.79210861694898,1.3217513730937491,BUKIT TIMAH,LEEDON PARK
MACKENZIE REGENCY,23 MACKENZIE ROAD MACKENZIE REGENCY SINGAPORE 228680,15346.534653465347,15356.105172719528,private,103.84948036140575,1.304657222806581,ROCHOR,MOUNT EMILY
THE LIGHT @ CAIRNHILL,19 CAIRNHILL CIRCLE THE LIGHT @ CAIRNHILL SINGAPORE 229768,23750.0,23823.777645608283,private,103.83841307855008,1.3064483293739704,NEWTON,CAIRNHILL
LANDED HOUSING DEVELOPMENT in EVELYN ROAD,10 EVELYN ROAD 10 EVELYN SINGAPORE 309312,19897.51417357174,19897.51417357174,private,103.8402921529092,1.315909926646251,NOVENA,MOULMEIN
THE OXLEY,9 OXLEY RISE THE OXLEY SINGAPORE 238697,21345.454545454544,21345.454545454544,private,103.84216837948988,1.299043722366793,MUSEUM,DHOBY GHAUT
WAN THO LODGE,25F WAN THO AVENUE WAN THO LODGE SINGAPORE 347554,13317.757009345794,13523.32238780837,private,103.87112116306076,1.3331969926280751,TOA PAYOH,SENNETT
SELBY GARDENS,113 JALAN HAJI ALIAS SELBY GARDENS SINGAPORE 268578,17619.54261954262,17456.621867745096,private,103.79333723170024,1.3241261112221463,BUKIT TIMAH,LEEDON PARK
EURO-ASIA PARK,27 WOODLEIGH CLOSE EURO-ASIA PARK SINGAPORE 357922,15305.495956428456,15563.50492725826,private,103.86759945348096,1.3366954941831672,TOA PAYOH,WOODLEIGH
SERENITY TERRACE,14A LORONG MARZUKI SERENITY TERRACE SINGAPORE 417061,15426.997245179064,15426.997245179064,private,103.9095383367172,1.31981771687302,BEDOK,KEMBANGAN
ELIZABETH TOWER,14 MOUNT ELIZABETH ELIZABETH TOWER SINGAPORE 228512,18805.14705882353,18805.14705882353,private,103.83635902345264,1.3058732257255177,NEWTON,CAIRNHILL
ONE HOLLAND VILLAGE RESIDENCES,1 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE RESIDENCES SINGAPORE 275754,29741.62974280621,29795.81692019324,private,103.79330122697844,1.3123621720035423,QUEENSTOWN,HOLLAND DRIVE
YONG SENG ESTATE,28A JALAN PARAS YONG SENG ESTATE SINGAPORE 418893,18337.40831295844,18539.485730776098,private,103.9171870091994,1.325932844665136,BEDOK,KEMBANGAN
CLUNY PARK RESIDENCE,99 CLUNY PARK ROAD CLUNY PARK RESIDENCE SINGAPORE 257496,27051.28205128205,27711.243433672054,private,103.8138708689286,1.321936081529253,TANGLIN,TYERSALL
THE ORCHARD RESIDENCES,238 ORCHARD BOULEVARD THE ORCHARD RESIDENCES SINGAPORE 237973,34339.622641509435,34191.82424313496,private,103.83170780436114,1.3038369156379104,ORCHARD,BOULEVARD
GALLOP VILLAS,97 GALLOP PARK ROAD GALLOP VILLAS SINGAPORE 258992,29309.775429326288,29309.775429326288,private,103.81065347630532,1.3175762194240912,TANGLIN,TYERSALL
LANDED HOUSING DEVELOPMENT in GREENVIEW CRESCENT,6 GREENVIEW CRESCENT SINGAPORE 289316,25432.65782651886,25864.907933785747,private,103.80740914584185,1.3330192572410036,BUKIT TIMAH,HILLCREST
VILLAS @ GILSTEAD,48E GILSTEAD ROAD VILLAS @ GILSTEAD SINGAPORE 309131,8183.740362080092,8468.316560370218,private,103.83928240363848,1.3183469173617663,NOVENA,MOULMEIN
SPANISH VILLAGE,66 FARRER ROAD SPANISH VILLAGE SINGAPORE 268849,21206.896551724138,20536.374821395024,private,103.80567742611277,1.3151635194234077,TANGLIN,TYERSALL
GRANDLINK SQUARE,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,11853.932584269663,12078.346574354178,private,103.89150051127474,1.3141912980357044,GEYLANG,ALJUNIED
ONE JERVOIS,1 JERVOIS CLOSE ONE JERVOIS SINGAPORE 249115,20838.82301273606,20828.540535070864,private,103.8250716320948,1.2929118875500625,TANGLIN,CHATSWORTH
COTSWOLD VILLAS,35C COTSWOLD CLOSE COTSWOLD VILLAS SINGAPORE 357722,9125.0,9034.303059779177,private,103.861185793337,1.347891882947081,SERANGOON,LORONG CHUAN
TOP TEN,134 EMERALD HILL ROAD TOP TEN SINGAPORE 229414,18776.978417266186,18895.444962778496,private,103.83970529963592,1.3048442273302143,NEWTON,CAIRNHILL
GREEN COURT,500 GEYLANG ROAD GREEN COURT SINGAPORE 389458,12444.742729306488,12444.742729306488,private,103.88521350806312,1.3132940236976829,GEYLANG,ALJUNIED
ONE TREE HILL RESIDENCE,1A ONE TREE HILL ONE TREE HILL RESIDENCE SINGAPORE 248669,24865.591397849465,24681.46677176813,private,103.82465722049892,1.300754818550163,RIVER VALLEY,ONE TREE HILL
CHELSEA GROVE,2 MARTABAN ROAD CHELSEA GROVE SINGAPORE 328626,13043.478260869566,13437.007551853632,private,103.85108092146608,1.3240407606780882,NOVENA,BALESTIER
LANDED HOUSING DEVELOPMENT in NAMLY HILL,12 NAMLY HILL SINGAPORE 267276,20984.890878567432,20725.561900251018,private,103.79870205855042,1.324720575969766,BUKIT TIMAH,CORONATION ROAD
THE VENUE RESIDENCES,14 TAI THONG CRESCENT THE VENUE RESIDENCES SINGAPORE 347848,17187.5,17544.075801731895,private,103.86932330665114,1.3285251055351148,TOA PAYOH,SENNETT
D' ALMIRA,35 SOMMERVILLE ROAD D' ALMIRA SINGAPORE 358265,12549.739161719735,12561.451509002964,private,103.86790557998822,1.3446845794218607,SERANGOON,LORONG CHUAN
LLOYD COURT,40 LLOYD ROAD LLOYD COURT SINGAPORE 239107,19164.17910447761,19164.17910447761,private,103.83960528056728,1.2975899508037438,RIVER VALLEY,OXLEY
ARENA RESIDENCES,20 GUILLEMARD CRESCENT ARENA RESIDENCES SINGAPORE 399915,20353.658536585364,20667.69513227514,private,103.88064276420818,1.3096768582332745,GEYLANG,ALJUNIED
NASSIM MANSION,40 NASSIM HILL NASSIM MANSION SINGAPORE 258474,31886.79245283019,32415.50467015004,private,103.8191992032831,1.3100708426198564,TANGLIN,NASSIM
KELLOCK LODGE,5 KELLOCK ROAD KELLOCK LODGE SINGAPORE 248902,18250.0,18091.2410704766,private,103.82996313915994,1.294980918192635,TANGLIN,CHATSWORTH
SYLVAN LODGE,143 HOLLAND ROAD SYLVAN LODGE SINGAPORE 278575,15909.09090909091,16115.22526057778,private,103.79806458428602,1.3126344870942537,BUKIT TIMAH,LEEDON PARK
RV RESIDENCES,463 RIVER VALLEY ROAD RV RESIDENCES SINGAPORE 248348,23597.71825396825,23597.535920651066,private,103.82844028238412,1.2943410506219957,TANGLIN,CHATSWORTH
SECOND AVENUE JUNCTION,733 BUKIT TIMAH ROAD SECOND AVENUE JUNCTION SINGAPORE 269748,16071.42857142857,16071.42857142857,private,103.79946995602003,1.3298254398280325,BUKIT TIMAH,CORONATION ROAD
LOFT 33,33 LORONG 32 GEYLANG LOFT 33 SINGAPORE 398293,15153.846153846154,14712.663213236036,private,103.88720088892931,1.3127842223927275,GEYLANG,ALJUNIED
HAUS ON HANDY,30 HANDY ROAD HAUS ON HANDY SINGAPORE 229241,28863.38398597312,29060.370116554837,private,103.84675039539806,1.3001355033193769,MUSEUM,DHOBY GHAUT
SUNFLOWER REGENCY,37 LORONG 20 GEYLANG SUNFLOWER REGENCY SINGAPORE 398753,8977.909940526763,9365.760407816484,private,103.88151600400838,1.3112847034636692,GEYLANG,ALJUNIED
PRIMEDGE,45 LORONG 34 GEYLANG PRIMEDGE SINGAPORE 398236,16122.448979591836,15437.747018499633,private,103.888139939167,1.312531299005119,GEYLANG,ALJUNIED
LANDED HOUSING DEVELOPMENT in DUKE'S ROAD,DUKE'S ROAD,25802.90351054912,26202.877013876197,private,103.81128109744382,1.3221343385688882,BUKIT TIMAH,CORONATION ROAD
THE BOUTIQ,143 KILLINEY ROAD THE BOUTIQ SINGAPORE 239573,22037.03703703704,20789.89481577933,private,103.8388424740197,1.2966044303441682,RIVER VALLEY,OXLEY
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,12582.781456953642,12628.350502193583,private,103.84932328802144,1.3129323768189898,KALLANG,KAMPONG JAVA
LANDED HOUSING DEVELOPMENT in KHEAM HOCK ROAD,60 KHEAM HOCK ROAD SINGAPORE 298824,21087.475799464544,21805.46776605998,private,103.81983869401466,1.329325237341129,NOVENA,DUNEARN
D'GROVE VILLAS,8A ORANGE GROVE ROAD D'GROVE VILLAS SINGAPORE 258343,23027.88844621514,24385.09232708233,private,103.82772605806908,1.3091334754306905,NEWTON,ORANGE GROVE
LANDED HOUSING DEVELOPMENT in CAIRNHILL ROAD,55 CAIRNHILL ROAD CAIRNHILL PLAZA SINGAPORE 229666,39764.92439065945,39764.92439065945,private,103.83732323750336,1.3075091741569134,NEWTON,CAIRNHILL
ASTOR,51C LENGKONG EMPAT ASTOR SINGAPORE 417660,9600.0,9909.500838067628,private,103.91296364816148,1.3287959326745855,BEDOK,KEMBANGAN
HOLLAND GREEN,47 HOLLAND GREEN HOLLAND GREEN SINGAPORE 276169,10421.877297449466,10755.731008730494,private,103.7828869192379,1.3267537739772317,BUKIT TIMAH,HOLLAND ROAD
RESIDENCES @ KILLINEY,147 KILLINEY ROAD RESIDENCES @ KILLINEY SINGAPORE 239566,23954.081632653066,23679.686280187525,private,103.83817325974218,1.296718641331538,RIVER VALLEY,OXLEY
LANDED HOUSING DEVELOPMENT in VANDA CRESCENT,4 VANDA CRESCENT ORCHID VILLAGE SINGAPORE 287894,28280.54298642534,26760.209080141587,private,103.79914669750268,1.3332944740726604,BUKIT TIMAH,HILLCREST
PLATINUM EDGE,18 LEICESTER ROAD PLATINUM EDGE SINGAPORE 358847,14479.166666666666,14635.59560460821,private,103.86684785997367,1.3304937466891398,TOA PAYOH,POTONG PASIR
ONE DUCHESS,1 DUCHESS ROAD ONE DUCHESS SINGAPORE 268977,23637.008210180626,23861.18703191958,private,103.80838207731205,1.324833493328924,BUKIT TIMAH,CORONATION ROAD
LANDED HOUSING DEVELOPMENT in SERANGOON ROAD,480 LORONG 6 TOA PAYOH HOUSING AND DEVELOPMENT BOARD (HDB) SINGAPORE 310480,32775.453277545326,32775.453277545326,private,103.86348457297984,1.322859375101466,KALLANG,BENDEMEER
FOURTH AVENUE RESIDENCES,18 FOURTH AVENUE FOURTH AVENUE RESIDENCES SINGAPORE 268679,25939.39393939394,25856.31701436175,private,103.79685133869566,1.3293145926663072,BUKIT TIMAH,CORONATION ROAD
L'VIV,23 NEWTON ROAD L'VIV SINGAPORE 307955,22718.34477498093,22645.155144959124,private,103.8403548414998,1.3154483853466548,NOVENA,MOULMEIN
LANGSTON VILLE,15 KIM YAM ROAD LANGSTON VILLE SINGAPORE 239328,19195.40229885057,19156.51851382069,private,103.83894718491332,1.294926036519396,RIVER VALLEY,INSTITUTION HILL
LANDED HOUSING DEVELOPMENT in DUBLIN ROAD,17A DUBLIN ROAD DUBLIN ROAD FLATS SINGAPORE 239806,30088.91934464059,30088.91934464059,private,103.83972742763954,1.298170114972118,RIVER VALLEY,OXLEY
KLIMT CAIRNHILL,71 CAIRNHILL ROAD KLIMT CAIRNHILL SINGAPORE 229725,37644.11847145661,38294.38220379122,private,103.83615432522366,1.308963908830596,NEWTON,CAIRNHILL
FORTE SUITES,88 MERGUI ROAD FORTE SUITES SINGAPORE 219062,19561.40350877193,19422.952828578964,private,103.85197049737124,1.3178279960113457,KALLANG,KAMPONG JAVA
LUSH ON HOLLAND HILL,21 HOLLAND HILL LUSH ON HOLLAND HILL SINGAPORE 278737,20232.558139534885,19940.56211097109,private,103.80046884228952,1.3088776917542484,BUKIT TIMAH,LEEDON PARK
VA RESIDENCES,9 BOON TECK ROAD VA RESIDENCES SINGAPORE 329583,15827.586206896553,15752.385406418422,private,103.84968009624784,1.3267266643558089,NOVENA,BALESTIER
GREENWOOD MEWS,271 GREENWOOD AVENUE GREENWOOD MEWS SINGAPORE 286623,14210.310734463275,14863.525276982904,private,103.8055239662834,1.3370082394130731,BUKIT TIMAH,HILLCREST
BOULEVARD VUE,11 CUSCADEN WALK BOULEVARD VUE SINGAPORE 249697,33194.68298268212,33194.68298268212,private,103.8290269096097,1.3030827129334532,RIVER VALLEY,ONE TREE HILL
PATERSON SUITES,57 PATERSON ROAD PATERSON SUITES SINGAPORE 238551,27756.410256410258,27682.35615329008,private,103.83056321921612,1.3010978804758768,RIVER VALLEY,PATERSON
SHELFORD REGENCY,65 SHELFORD ROAD SHELFORD REGENCY SINGAPORE 288455,18070.64321055525,19010.40489943716,private,103.8113329077512,1.326597305000099,BUKIT TIMAH,HILLCREST
LANDED HOUSING DEVELOPMENT in STEVENS DRIVE,6 STEVENS DRIVE STEVENS LOFT SINGAPORE 257902,18081.103678929765,18081.103678929765,private,103.8261008309133,1.3175585503783709,TANGLIN,NASSIM
THE BOTANIC ON LLOYD,35 LLOYD ROAD THE BOTANIC ON LLOYD SINGAPORE 239126,21831.88455444697,22376.071471165626,private,103.83925067113636,1.2969463348475327,RIVER VALLEY,OXLEY
THREE BALMORAL,3 BALMORAL ROAD THREE BALMORAL SINGAPORE 259785,22807.01754385965,21513.157894736843,private,103.83043770971544,1.3139244734281907,TANGLIN,NASSIM
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,19584.569732937685,19805.331312161623,private,103.8292281685954,1.2996220784696837,RIVER VALLEY,ONE TREE HILL
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,15879.044531198306,15879.044531198306,private,103.84663585791448,1.3181494487694203,NOVENA,MOULMEIN
VIVA,8 SUFFOLK WALK VIVA SINGAPORE 307465,26448.42346415868,25668.841199742004,private,103.84385406556534,1.3157142793356815,NOVENA,MOULMEIN
LANDED HOUSING DEVELOPMENT in EMERALD HILL ROAD,106 EMERALD HILL ROAD EMERALD HILL CONSERVATION AREA SINGAPORE 229382,47058.82352941176,49606.97147153652,private,103.83966190617376,1.3040998156800296,NEWTON,CAIRNHILL
TWENTYONE ANGULLIA PARK,21 ANGULLIA PARK TWENTYONE ANGULLIA PARK SINGAPORE 239974,40000.0,41078.84618155698,private,103.83003347408103,1.3037665554955946,RIVER VALLEY,ONE TREE HILL
ASPEN LINQ,15 INSTITUTION HILL ASPEN LINQ SINGAPORE 239669,20131.57894736842,19187.189672293945,private,103.83984438569028,1.295341579961909,RIVER VALLEY,INSTITUTION HILL
PARKSUITES,26 HOLLAND GROVE ROAD PARKSUITES SINGAPORE 278804,24592.59259259259,24499.38895740088,private,103.7825181066535,1.3160894630661413,BUKIT TIMAH,ULU PANDAN
LATITUDE,35 JALAN MUTIARA LATITUDE SINGAPORE 249210,24793.109993356746,25822.80695752857,private,103.82779412461208,1.2963025208331982,TANGLIN,CHATSWORTH
BALMORAL CREST,1 BALMORAL CRESCENT BALMORAL CREST SINGAPORE 259882,20299.417064122947,20361.24359653771,private,103.8340099738733,1.3158562895349544,NEWTON,GOODWOOD PARK
LANDED HOUSING DEVELOPMENT in MULBERRY AVENUE,61 MULBERRY AVENUE OASIS @ MULBERRY SINGAPORE 348443,15516.955957514014,15300.50008779044,private,103.87671804221144,1.3311337630869156,TOA PAYOH,SENNETT
KIARA 10,54B LORONG MARZUKI KIARA 10 SINGAPORE 415895,5243.445692883895,5478.082710598438,private,103.90911576688448,1.323082960618582,BEDOK,KEMBANGAN
LANDED HOUSING DEVELOPMENT in CORONATION ROAD WEST,150E CORONATION ROAD WEST SINGAPORE 269370,19774.91961414791,20284.589997856743,private,103.8009641036324,1.322236365642902,BUKIT TIMAH,LEEDON PARK
SKYLINE 360 @ SAINT THOMAS WALK,68 SAINT THOMAS WALK SKYLINE 360° @ SAINT THOMAS WALK SINGAPORE 238142,23989.89898989899,24529.21959366098,private,103.83688372399918,1.2967418593410616,RIVER VALLEY,LEONIE HILL
THE LENOX,398 CHANGI ROAD THE LENOX SINGAPORE 419845,15264.285714285714,15172.140223095865,private,103.91129833529163,1.3185311963046202,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in JALAN NAGA SARI,33 JALAN NAGA SARI SINGAPORE 288863,23424.55061360745,22542.47084229265,private,103.80064441812618,1.3312213893179574,BUKIT TIMAH,HILLCREST
STRATA,1 ESSEX ROAD STRATA SINGAPORE 309329,19042.76810659789,18929.10355514063,private,103.84491384039238,1.3174097633766697,NOVENA,MOULMEIN
CORONATION VILLAGE,102 CORONATION ROAD CORONATION VILLAGE SINGAPORE 269500,30815.908486299548,30815.908486299548,private,103.8041603755786,1.3231733592473838,BUKIT TIMAH,CORONATION ROAD
LANDED HOUSING DEVELOPMENT in GREENLEAF PLACE,26 GREENLEAF PLACE BAN GUAN PARK SINGAPORE 279430,19735.2536499912,19660.04118062366,private,103.7875875433371,1.3250650080599344,BUKIT TIMAH,HOLLAND ROAD
LANDED HOUSING DEVELOPMENT in GREENLEAF RISE,21 GREENLEAF RISE SINGAPORE 279380,17376.681614349774,17376.681614349774,private,103.78790955224436,1.3246912608618828,BUKIT TIMAH,HOLLAND ROAD
CLIFTEN,48 EWE BOON ROAD CLIFTEN SINGAPORE 259342,19898.9898989899,20570.70707070707,private,103.82915488964032,1.3177120589768012,TANGLIN,NASSIM
WHITLEY VILLAS,115E WHITLEY ROAD WHITLEY VILLAS SINGAPORE 297845,13701.067615658363,13472.3891115054,private,103.8375526242446,1.3264793761498983,NOVENA,MALCOLM
RHAPSODY ON MOUNT ELIZABETH,16 MOUNT ELIZABETH RHAPSODY ON MOUNT ELIZABETH SINGAPORE 228513,22586.206896551725,22586.206896551725,private,103.83618339543877,1.3066921733467731,NEWTON,CAIRNHILL
SUITES AT ORCHARD,38 HANDY ROAD SUITES AT ORCHARD SINGAPORE 229239,21142.85714285714,20795.82375062191,private,103.84595755292776,1.300420061651532,MUSEUM,DHOBY GHAUT
MILL CREEK,10 LORONG MARZUKI MILL CREEK SINGAPORE 417052,12920.162393162393,12368.342928240152,private,103.90993762998464,1.3195532721579075,BEDOK,KEMBANGAN
KIMSIA PARK,16 JALAN LADA PUTEH KIMSIA PARK SINGAPORE 228928,37997.39073711676,35753.42465753425,private,103.83493969434866,1.3057029178463238,NEWTON,CAIRNHILL
THE CITRINE,18 JALAN DATOH THE CITRINE SINGAPORE 329415,15129.13702443551,14928.96541899105,private,103.84332386911882,1.327335167558533,NOVENA,BALESTIER
SUITES 28,28 LORONG 30 GEYLANG SUITES 28 SINGAPORE 398361,13229.166666666668,12282.131942211903,private,103.8859411113931,1.312684591781351,GEYLANG,ALJUNIED
ORANGE GROVE RESIDENCES,37 ORANGE GROVE ROAD ORANGE GROVE RESIDENCES SINGAPORE 258361,20945.945945945947,21792.981588672857,private,103.82501869017734,1.3137810520144186,TANGLIN,NASSIM
LANDED HOUSING DEVELOPMENT in JALAN AWANG,8 JALAN AWANG SINGAPORE 419640,19778.15789473684,19778.15789473684,private,103.90647950092516,1.323493805850115,BEDOK,KEMBANGAN
RIVERBAY,23 MAR THOMA ROAD RIVERBAY SINGAPORE 328704,15833.333333333334,15591.787912826008,private,103.86254051926838,1.327987321195203,KALLANG,BENDEMEER
NASSIM PARK RESIDENCES,21 NASSIM ROAD NASSIM PARK RESIDENCES SINGAPORE 258462,40490.79754601227,40129.597131727314,private,103.822990677438,1.307888438628917,TANGLIN,NASSIM
SHELFORD 23,23 SHELFORD ROAD SHELFORD 23 SINGAPORE 288413,18610.40285568588,18684.45130508775,private,103.81223449591758,1.3278356549297674,BUKIT TIMAH,HILLCREST
KEW LODGE,259D JALAN BESAR DREAM LODGE @ FARRER PARK SINGAPORE 208934,28559.213339033777,28559.213339033777,private,103.82082798347894,1.327838965890139,NOVENA,DUNEARN
RESIDENTIAL APARTMENTS,233 TURF CLUB ROAD THE DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 287983,17383.17757009346,17383.17757009346,private,103.8067209923808,1.3315769883192072,BUKIT TIMAH,HILLCREST
SUNFLOWER RESIDENCE,45 LORONG 32 GEYLANG SUNFLOWER RESIDENCE SINGAPORE 398305,10638.297872340429,10638.297872340429,private,103.8871481213378,1.312413265143088,GEYLANG,ALJUNIED
LUMA,6 RIVER VALLEY GROVE LUMA SINGAPORE 238403,20642.201834862382,20776.19569966,private,103.83459731240832,1.2967998948007626,RIVER VALLEY,LEONIE HILL
ADAM PARK CONDOMINIUM,29A ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289902,16721.53086419753,16634.434137809007,private,103.81275116991164,1.3283914295772057,BUKIT TIMAH,HILLCREST
CORONATION SHOPPING PLAZA,587 BUKIT TIMAH ROAD DBS NTUC CORONATION SHOPPING PLAZA SINGAPORE 269707,15642.45810055866,15642.45810055866,private,103.81023438821408,1.3236755048788782,BUKIT TIMAH,CORONATION ROAD
CANBERLIN APARTMENTS,60 LORONG 16 GEYLANG CANBERLIN APARTMENTS SINGAPORE 398887,8273.504273504273,8011.656351311523,private,103.87983470550076,1.3106844491043237,GEYLANG,ALJUNIED
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,10298.507462686568,10298.507462686568,private,103.85932538352142,1.313788689607977,KALLANG,LAVENDER
LANDED HOUSING DEVELOPMENT in SHREWSBURY ROAD,98 SHREWSBURY ROAD SINGAPORE 307849,17434.04522367612,18091.13356489638,private,103.84946972203338,1.31832156996593,NOVENA,MOULMEIN
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,19285.714285714286,27720.21766038441,private,103.84026619088552,1.2982504567008186,RIVER VALLEY,OXLEY
THE MIDAS,26 LORONG 30 GEYLANG THE MIDAS SINGAPORE 398359,10816.68516463189,11209.11265788519,private,103.8861144626405,1.3128732732310795,GEYLANG,ALJUNIED
