full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
1 BEACH RD,5190.35294117647,5388.655016636695,public,1.29509740789339,103.85406834457
1 BEDOK STH AVE 1,5254.237288135593,5331.646425329555,public,1.32085208990817,103.933721096337
1 CHAI CHEE RD,4165.413533834586,4282.89974854391,public,1.32796879176302,103.922716018139
1 CHANGI VILLAGE RD,4545.454545454545,4516.839503779803,public,1.3886100383707,103.988093482829
1 DELTA AVE,7310.924369747899,7280.616905585764,public,1.2920752508431,103.828584077626
1 DOVER RD,5384.615384615385,5347.362135581314,public,1.30252574694853,103.783273166817
1 EVERTON PK,6195.652173913043,6408.464654136172,public,1.27742654288695,103.840001188095
1 GHIM MOH RD,5305.969230769231,5213.586651944546,public,1.31287975684307,103.786855017635
1 HAIG RD,5913.35593220339,5825.948774366555,public,1.31129091782202,103.897703436187
1 HOUGANG AVE 3,4542.857142857143,4561.544636522326,public,1.36413097349222,103.89300132385
1 JLN BT MERAH,5453.125,5327.6375,public,1.28647148628638,103.808275089948
1 KG KAYU RD,5483.870967741936,5810.930390492361,public,1.30355769675629,103.883796413118
1 LOR 7 TOA PAYOH,3955.223880597015,4081.1922790738386,public,1.33943033543358,103.853442790992
1 LOR LEW LIAN,5146.618150684932,5245.132655116841,public,1.35086712646948,103.875343939672
1 MARINE TER,6833.333333333333,6886.261316464992,public,1.30482902187779,103.918614976369
1 MARSILING DR,3538.4615384615386,3774.3463736263734,public,1.44067942258288,103.776119757434
1 PINE CL,7675.837320574163,7571.1579196138255,public,1.30787056219408,103.883192164927
1 QUEEN'S RD,7415.650406504065,7455.787262872629,public,1.31726629524359,103.806782877524
1 ST. GEORGE'S RD,4890.243902439024,5064.156945917285,public,1.32340263694069,103.86163080083
1 TECK WHYE AVE,3834.9514563106795,4096.236710023367,public,1.38253882861956,103.751710905678
1 TELOK BLANGAH CRES,4950.0,4975.107944307944,public,1.27945660077329,103.817897561986
1 TG PAGAR PLAZA,7762.71186440678,7770.716853767702,public,1.27557006195331,103.842683445252
1 TOH YI DR,6803.2786885245905,6786.575055776507,public,1.33957175314186,103.774678246393
10 CHAI CHEE RD,5555.555555555556,5656.238129744651,public,1.32727572366021,103.924803599281
10 EUNOS CRES,5516.483516483517,5417.701549382295,public,1.32228655863065,103.902720513959
10 GLOUCESTER RD,5970.149253731343,6026.6222991323575,public,1.31369315585356,103.840387458086
10 HAIG RD,5135.384615384615,5227.251225229064,public,1.31483950176268,103.895865169739
10 HOLLAND AVE,6250.0,6172.727272727273,public,1.30814997104791,103.794275184926
10 JLN BATU,5954.198473282443,5972.0240501156295,public,1.30201289804622,103.882922881502
10 JLN BT HO SWEE,7058.823529411765,6752.100840336135,public,1.28745837020188,103.832675765986
10 JLN KUKOH,5278.752436647173,4972.492968299194,public,1.2869738344398,103.839075823483
10 JLN RUMAH TINGGI,5410.211267605634,5414.929800639865,public,1.28820018880462,103.808369387433
10 JOO SENG RD,5000.0,5019.0887021475255,public,1.33461833377097,103.88016502252
10 LOR 7 TOA PAYOH,6720.972423802612,6471.669891952911,public,1.33716527577081,103.857228807914
10 MARSILING DR,2857.142857142857,3174.340467894475,public,1.44080567418718,103.777318569996
10 PINE CL,5935.25824964132,5812.996333492747,public,1.30915239429834,103.882242524292
10 SELEGIE RD,6223.214285714286,6260.150375939849,public,1.30370879401395,103.850537238747
10 ST. GEORGE'S RD,4677.884615384615,4677.884615384615,public,1.32374648815059,103.863412150847
10 TECK WHYE AVE,4347.826086956522,4328.913900718417,public,1.38047055057828,103.755211075265
10 TELOK BLANGAH CRES,4915.254237288135,4747.863247863248,public,1.27773153190559,103.819769431353
10 TOH YI DR,7109.58904109589,7287.621815019075,public,1.33753956576433,103.773161066389
100 BEDOK NTH AVE 4,4419.002548234437,4536.989254228781,public,1.3343559340081,103.939032711241
100 C'WEALTH CRES,4881.35593220339,4851.405977002671,public,1.30770527644458,103.801272476263
100 LOR 1 TOA PAYOH,4492.64705882353,4482.269984917044,public,1.33956400517882,103.848585713817
100 WHAMPOA DR,4912.087912087913,4719.7032967032965,public,1.32077947735201,103.854348739922
101 AH HOOD RD,5572.033898305084,5610.169491525424,public,1.32739678972464,103.84448102202
101 ALJUNIED CRES,4957.900713822193,4906.344829028619,public,1.32092275330579,103.883351967045
101 ANG MO KIO AVE 3,4503.601267646211,4531.581621873757,public,1.37026158388486,103.839467898898
101 BEDOK NTH AVE 4,4933.333333333333,5336.507936507936,public,1.334484667124,103.937924710969
101 BEDOK RESERVOIR RD,3983.7398373983738,4035.4382133370686,public,1.32844913301985,103.909937396599
101 BISHAN ST 12,6429.752066115702,6413.404308496202,public,1.34485915828152,103.848400765185
101 BT BATOK WEST AVE 6,3854.6923076923076,3943.767263716946,public,1.34670636093149,103.746920663038
101 BT PURMEI RD,5217.391304347826,5413.828762106014,public,1.27146256556443,103.825683545567
101 C'WEALTH CRES,4909.090909090909,4930.247071488776,public,1.30805159231327,103.800842814413
101 CLEMENTI ST 14,6446.280991735537,6100.6316641941185,public,1.32208936757694,103.76893341249
101 GANGSA RD,4736.111111111111,4713.580820909814,public,1.37916431633637,103.767439286222
101 HENDERSON CRES,5709.45945945946,5699.211711711712,public,1.29071799751539,103.821625207737
101 HOUGANG AVE 1,3824.074074074074,4077.5152837802493,public,1.35493747800562,103.891360573947
101 JLN RAJAH,5143.617021276596,5277.750483558994,public,1.32880086167984,103.850782023537
101 JURONG EAST ST 13,5220.588235294118,5209.407136855624,public,1.33701100762294,103.738787314099
101 LENGKONG TIGA,6116.438356164384,6116.438356164384,public,1.32515983382087,103.910888819332
101 PASIR RIS ST 12,4452.054794520548,4691.102210236346,public,1.36705021516612,103.958181857039
101 POTONG PASIR AVE 1,6081.081081081081,6113.448388147183,public,1.33315710123237,103.868380398922
101 RIVERVALE WALK,3953.7,4171.577294787128,public,1.38276428975734,103.899272029115
101 SERANGOON NTH AVE 1,4175.824175824176,4408.5036889991725,public,1.37103631988089,103.870360910842
101 SIMEI ST 1,4929.6875,4932.619762409722,public,1.34071046807944,103.951272693025
101 TAMPINES ST 11,4941.350210970464,4936.965889154092,public,1.34739870794535,103.945292359327
101 TECK WHYE LANE,3929.5774647887324,4199.943602606153,public,1.37788964623982,103.754239909547
101 TOWNER RD,5649.72972972973,5644.731398064731,public,1.31943274557093,103.861091006776
101 WHAMPOA DR,4945.054945054945,4880.950549450549,public,1.32041710187602,103.853813946402
101 WOODLANDS ST 13,4710.463449593884,4616.271318763948,public,1.43598159724925,103.781929846478
101 YISHUN AVE 5,3750.0,4078.503659392922,public,1.43053231016112,103.827618665577
101A CANBERRA ST,6351.038190582129,6351.038190582129,public,1.45173892803325,103.83045410628
101A LOR 2 TOA PAYOH,6451.337931034483,6561.054981979664,public,1.33974126719163,103.847264187382
101A PUNGGOL FIELD,4272.727272727273,4505.361167227834,public,1.3979461677694,103.905945136259
101B LOR 2 TOA PAYOH,6256.944444444444,6265.959353089896,public,1.33959884500115,103.847605414427
101B PUNGGOL FIELD,4324.770642201835,4523.075091147385,public,1.39772042498827,103.90632016352
101C PUNGGOL FIELD,4311.926605504587,4424.1974828647935,public,1.39809045787162,103.906569305679
101D PUNGGOL FIELD,4159.090909090909,4403.560202020202,public,1.39848478483582,103.90614388692
102 ALJUNIED CRES,4485.074626865671,4581.279709617343,public,1.32048087061174,103.882472846091
102 ANG MO KIO AVE 3,5070.866141732284,5205.506032854384,public,1.37065009769471,103.839410339836
102 BEDOK NTH AVE 4,4365.671641791045,4710.319140316275,public,1.33390654765002,103.937458398204
102 BEDOK RESERVOIR RD,4350.746268656716,4418.405085020105,public,1.32849187727623,103.90926515578
102 BISHAN ST 12,6568.31955922865,6739.015503613941,public,1.3451431233477,103.847990805259
102 BT BATOK WEST AVE 6,4125.0,4145.093895450936,public,1.34745833930547,103.747473341114
102 BT PURMEI RD,5829.464738711315,5849.862217141897,public,1.2717673800708,103.82662196779
102 C'WEALTH CRES,4727.272727272727,4921.3824743061095,public,1.30782464878023,103.800629787177
102 CLEMENTI ST 14,5548.387096774193,5548.387096774193,public,1.32228557225905,103.769201884359
102 GANGSA RD,4178.082191780822,4289.887839694995,public,1.37910762831305,103.768153816778
102 HENDERSON CRES,5486.1,5544.770588235295,public,1.290366187147,103.82157708445
102 HOUGANG AVE 1,4264.705882352941,4300.300909965205,public,1.35496446293882,103.890855054687
102 JLN DUSUN,5317.796610169491,5486.228813559322,public,1.3278687431847,103.844209602863
102 JLN RAJAH,4872.340425531915,5097.163120567376,public,1.32822306444761,103.851519753845
102 JURONG EAST ST 13,4852.941176470588,5095.882352941177,public,1.33609657873553,103.738219191663
102 LENGKONG TIGA,6279.069767441861,6381.177561680218,public,1.32557930714658,103.91065754789
102 PASIR RIS ST 12,4649.0063713592235,4514.536360537729,public,1.36748427336516,103.958041055125
102 POTONG PASIR AVE 1,5472.972972972973,5732.559482559483,public,1.3336901273759,103.868810587506
102 RIVERVALE WALK,4631.2056737588655,4998.928549215021,public,1.38180761026047,103.900893229708
102 SERANGOON NTH AVE 1,3985.3684210526317,4294.061423687451,public,1.37084327297737,103.871153606719
102 SIMEI ST 1,4519.2307692307695,4683.202415668348,public,1.34134724729923,103.951355068944
102 TAMPINES ST 11,4373.333333333333,4529.994305701749,public,1.34671616267656,103.945521388285
102 TECK WHYE LANE,3388.4297520661157,3671.1401840012477,public,1.377082841385,103.754394432037
102 TOWNER RD,6216.216216216216,6302.7027027027025,public,1.32024939475758,103.858548602691
102 WOODLANDS ST 13,4720.537935323383,4694.19843306524,public,1.43608294925148,103.781199565987
102A PUNGGOL FIELD,4111.111111111111,4603.559228650138,public,1.39883318313425,103.905783553043
102B PUNGGOL FIELD,3989.890909090909,4176.814046626157,public,1.39908525778671,103.905471407838
102C PUNGGOL FIELD,3973.214285714286,4350.534947954464,public,1.39876127750607,103.90493897318
102D PUNGGOL FIELD,4527.272727272727,4608.607817303469,public,1.39848070795436,103.905249752459
103 AH HOOD RD,5762.71186440678,5954.850791886635,public,1.32796267483785,103.844826964123
103 ANG MO KIO AVE 3,4459.459459459459,4529.024935480455,public,1.37101657804604,103.839304839187
103 BEDOK NTH AVE 4,4340.388007054673,4551.860554396076,public,1.33348259133637,103.93754251438
103 BEDOK RESERVOIR RD,4431.164179104478,4750.41952484384,public,1.32877022232019,103.909381354431
103 BISHAN ST 12,6461.98347107438,6672.692881253851,public,1.34551249132105,103.848314162387
103 BT BATOK CTRL,4444.444444444444,4508.271215108485,public,1.34835438788998,103.748094095917
103 BT PURMEI RD,5479.270315091211,5567.603663284533,public,1.27208558524996,103.825495615402
103 CLEMENTI ST 14,6024.793388429752,5863.942482314434,public,1.32258854750628,103.769176205799
103 GANGSA RD,5000.0,4739.583333333333,public,1.37867070821171,103.768538440957
103 HENDERSON CRES,5945.945945945946,5848.2328482328485,public,1.28974209684545,103.821375681569
103 HOUGANG AVE 1,4262.970031099801,4479.681462633117,public,1.35528223434405,103.89036014824
103 JLN RAJAH,5202.898550724638,5367.712304207866,public,1.32734143333539,103.852780650365
103 JURONG EAST ST 13,5307.866666666667,5216.004761904762,public,1.33668715015786,103.738059200285
103 LENGKONG TIGA,6120.0,6134.639533666421,public,1.32585546338587,103.910598910975
103 PASIR RIS ST 12,4087.378640776699,4271.671795764518,public,1.36769508123853,103.958404209993
103 POTONG PASIR AVE 1,5639.358108108108,5523.992180382629,public,1.33411338676706,103.86952371664
103 RIVERVALE WALK,5019.444444444444,4987.066347869503,public,1.3829114767018,103.901208581138
103 SERANGOON NTH AVE 1,4153.846153846154,4359.208341070092,public,1.37065548702787,103.870268931156
103 SPOTTISWOODE PK RD,6288.135593220339,6363.7327031702025,public,1.27466096925721,103.835279824837
103 TAMPINES ST 11,4347.619047619048,4511.558776895458,public,1.34769662535556,103.946229920882
103 TECK WHYE LANE,3183.089637635092,3454.2685448665356,public,1.37713078246274,103.753555993761
103 TOWNER RD,5942.028985507246,6293.45616334862,public,1.32068853609859,103.86167006268
103 WOODLANDS ST 13,4135.572139303483,4172.18753172911,public,1.4366212320968,103.78097673981
103 YISHUN RING RD,4462.686567164179,4542.929949555359,public,1.43136957726436,103.828892847707
103A DEPOT RD,6100.0,6219.934640522876,public,1.28070197642689,103.813353428682
103A EDGEFIELD PLAINS,4159.090909090909,4468.879338842976,public,1.39825531783982,103.904753996381
103B DEPOT RD,5800.0,5959.618267789182,public,1.28073692384594,103.813135678562
103B EDGEFIELD PLAINS,4181.818181818182,4269.421487603307,public,1.39773127538403,103.90468537415
103C EDGEFIELD PLAINS,4045.4545454545455,4332.322909090909,public,1.39726660845387,103.90453836308
104 ALJUNIED CRES,4777.173913043478,5029.891304347826,public,1.32007895994221,103.882813553302
104 BEDOK NTH AVE 4,4179.104477611941,4510.495071750092,public,1.3332985212474,103.936601473643
104 BEDOK RESERVOIR RD,4152.892561983472,4252.0499361687835,public,1.32924536652386,103.909923721507
104 BISHAN ST 12,5821.8298555377205,5821.8298555377205,public,1.3456750211197,103.84803290576
104 BT BATOK CTRL,4519.2307692307695,4481.078136232926,public,1.34899500255547,103.747258218606
104 BT PURMEI RD,5033.333333333334,5185.312829723006,public,1.27239853587858,103.825625504182
104 CLEMENTI ST 14,6054.421768707483,6032.847919331117,public,1.32294968512724,103.769189152266
104 GANGSA RD,4693.110786008778,4664.383029658199,public,1.37880399486152,103.76796875654
104 HENDERSON CRES,5560.810810810811,5625.0,public,1.2893692748935,103.821538089569
104 JLN DUSUN,5422.222222222223,5753.703703703704,public,1.32842530547543,103.844142365034
104 JLN RAJAH,5769.507371449119,5466.591679519758,public,1.32780496961457,103.853262284564
104 JURONG EAST ST 13,5073.529411764706,5074.696545284781,public,1.33658465311802,103.737623303842
104 LENGKONG TIGA,5993.1506849315065,6204.673630348777,public,1.32563496745023,103.909815198327
104 PASIR RIS ST 12,3971.153846153846,4281.886192974536,public,1.36795278031259,103.958702645232
104 POTONG PASIR AVE 1,5642.201834862385,5669.8285761463785,public,1.3343391689203,103.869158899303
104 RIVERVALE WALK,3870.1923076923076,4073.037389215828,public,1.38262745864985,103.900929877213
104 SERANGOON NTH AVE 1,4473.684210526316,4635.401390800946,public,1.37059316193953,103.871086801722
104 SPOTTISWOODE PK RD,6142.597002381286,6372.540204630665,public,1.27442754696062,103.834878784712
104 TAMPINES ST 11,4206.089743589744,4510.409653637502,public,1.34720576651075,103.946641750013
104 TECK WHYE LANE,3621.861093452003,3695.142926613817,public,1.37708162127187,103.752870448301
104 TOWNER RD,6294.964028776978,6394.59121877048,public,1.32028930650381,103.858510209665
104 WHAMPOA DR,5545.386471420252,5800.350523032533,public,1.3207995912383,103.853327785421
104 WOODLANDS ST 13,3873.6263736263736,4022.995120821208,public,1.43646587087026,103.781576865168
104A ANG MO KIO ST 11,6344.827586206897,6595.497930491076,public,1.37182700854497,103.838803655863
104A CANBERRA ST,6654.228855721393,6389.243246134917,public,1.45035225780871,103.832262400576
104A DEPOT RD,6059.895652173913,6005.708730250259,public,1.28045561330579,103.812317740785
104A EDGEFIELD PLAINS,4172.727272727273,4285.720247933885,public,1.3968057047795,103.905054187798
104B ANG MO KIO ST 11,5878.90625,5668.894340499487,public,1.37151151416054,103.838458787545
104B CANBERRA ST,6741.935483870968,6818.7097796977405,public,1.45007421711069,103.831377046227
104B DEPOT RD,5995.689655172414,6006.963705959521,public,1.28049143987378,103.812100811742
104B EDGEFIELD PLAINS,4636.363636363636,4637.1534475186645,public,1.39660886204199,103.905303792463
104C CANBERRA ST,6344.086021505376,6417.1954971685345,public,1.44970999451163,103.831775965127
104D CANBERRA ST,6450.071157495257,6650.459097056805,public,1.44985632437762,103.83236697954
105 ALJUNIED CRES,5050.50505050505,5155.255226057365,public,1.31946862097465,103.882751492944
105 ANG MO KIO AVE 4,4771.739130434782,4691.38198757764,public,1.37231328287072,103.837601112788
105 BEDOK NTH AVE 4,4162.722970513287,4431.769347499547,public,1.33372280929,103.936517719048
105 BEDOK RESERVOIR RD,4274.253731343284,4394.836723913758,public,1.32914437941094,103.909112780576
105 BISHAN ST 12,6210.9375,6181.126068376068,public,1.34589493632505,103.847365252767
105 BT BATOK CTRL,3798.076923076923,3860.39201183432,public,1.3485726542005,103.747156223784
105 BT PURMEI RD,5597.94296400187,5628.322570753648,public,1.27248301325334,103.824703021719
105 CLEMENTI ST 12,4977.611940298508,4927.036432561672,public,1.32271179028812,103.76988810369
105 GANGSA RD,4523.809523809524,4397.935729043684,public,1.37831242120574,103.767763308976
105 HENDERSON CRES,5230.7692307692305,5250.92072613295,public,1.29021420176947,103.822356844711
105 JLN RAJAH,5666.666666666667,5667.011826126752,public,1.32826551427967,103.854154506034
105 JURONG EAST ST 13,5021.978021978022,5314.227697768069,public,1.33738746819329,103.738527627347
105 LENGKONG TIGA,5738.255033557047,5738.255033557047,public,1.32564831471452,103.91011217937
105 PASIR RIS ST 12,3893.44262295082,4248.251586797398,public,1.36847895344914,103.957111490512
105 POTONG PASIR AVE 1,5679.611650485437,5891.313765915707,public,1.3344146057866,103.86869426623
105 RIVERVALE WALK,4715.573770491803,4704.4662625566125,public,1.38215613071495,103.900711925224
105 SERANGOON NTH AVE 1,4678.571428571428,4964.997474120083,public,1.37024745860601,103.870225980491
105 SIMEI ST 1,4732.876712328767,4882.427504002846,public,1.34092459427981,103.950742498791
105 TAMPINES ST 11,4430.379746835443,4698.372080802461,public,1.3480931246949,103.947177564477
105 TECK WHYE LANE,4186.394467349382,4350.531109817745,public,1.37765001961331,103.7529943035
105 TOWNER RD,6900.426742532006,6972.273293670997,public,1.32048559152829,103.861074545823
105 WOODLANDS ST 13,3764.823717948718,3937.243258553041,public,1.43684476168491,103.781579113316
105A BIDADARI PK DR,11098.663151948786,10918.788834494446,public,1.33400699237548,103.870430572231
105A DEPOT RD,8656.716417910447,8597.124483626407,public,1.28107116546835,103.811405730352
105A EDGEFIELD PLAINS,3912.6262626262624,4296.492704826039,public,1.3969413315622,103.905729497383
105B BIDADARI PK DR,10701.754385964912,10701.754385964912,public,1.33347403879152,103.870490405284
105B EDGEFIELD PLAINS,4681.818181818182,4696.969696969697,public,1.39720646427031,103.906002280084
105C EDGEFIELD PLAINS,4244.444444444444,4596.111111111111,public,1.39767203537129,103.905598767902
105D EDGEFIELD PLAINS,4359.393939393939,4526.492704826038,public,1.39717530594813,103.905229595049
106 ALJUNIED CRES,4901.710957408081,5055.3211179873,public,1.31905494962151,103.882900918125
106 ANG MO KIO AVE 4,4297.2972972972975,4399.063712634103,public,1.37193370323489,103.837486061851
106 BEDOK NTH AVE 4,4888.888888888889,5072.729292929293,public,1.33445895034228,103.937087136194
106 BEDOK RESERVOIR RD,4395.604395604396,4503.647898887486,public,1.32950152189669,103.909381688756
106 BISHAN ST 12,6285.714285714285,6263.668410954126,public,1.34610070068315,103.847847191353
106 BT BATOK CTRL,4230.7692307692305,4449.955248023005,public,1.3482223088624,103.74718849849
106 BT PURMEI RD,5024.271844660194,4931.390865057539,public,1.2729893703256,103.825626826099
106 GANGSA RD,4068.4931506849316,4203.023730785437,public,1.3779019997366,103.767412279054
106 HENDERSON CRES,5938.271604938272,5938.469135802468,public,1.28942452424589,103.822305493842
106 HOUGANG AVE 1,4938.271604938272,4609.774977672333,public,1.35370313485788,103.890680820842
106 JLN DUSUN,5432.0888888888885,5493.001748229575,public,1.32855771177594,103.844796773619
106 JLN RAJAH,5190.0,5372.159369174379,public,1.32847655795117,103.854698874866
106 JURONG EAST ST 13,5270.833333333334,5267.195238095238,public,1.33724965052823,103.737674650927
106 LENGKONG TIGA,6200.0,6115.2599972326,public,1.32508845931345,103.91000876961
106 PASIR RIS ST 12,4560.706967213115,4407.93014804907,public,1.36801255048337,103.95765313312
106 POTONG PASIR AVE 1,5540.540540540541,5742.300226152078,public,1.33410033566662,103.868171273744
106 RIVERVALE WALK,4297.520661157025,4390.605592862467,public,1.38249729178426,103.900321341916
106 SERANGOON NTH AVE 1,5217.391304347826,5138.67373036171,public,1.37024462107298,103.87082295041
106 SIMEI ST 1,4951.923076923077,4993.6675687286715,public,1.34188521733435,103.950833481196
106 SPOTTISWOODE PK RD,6084.745762711865,6225.491299071474,public,1.27356673846343,103.83405815603
106 TAMPINES ST 11,4724.030951164318,4707.291398160404,public,1.34753918631699,103.94767543125
106 TECK WHYE LANE,4226.027397260274,4220.4249235270645,public,1.37795798795128,103.752931630674
106 TOWNER RD,6151.7598343685295,6281.15626050111,public,1.32102001237887,103.860997837489
106 WOODLANDS ST 13,4253.731343283582,4669.905775470474,public,1.4367694338717,103.782224172938
106 YISHUN RING RD,4756.09756097561,4536.6460381021725,public,1.43147861432349,103.827452004212
106A BIDADARI PK DR,11702.127659574468,11400.63539285042,public,1.33413899991746,103.871259715052
106A DEPOT RD,6375.0,6371.956521739131,public,1.28061364977894,103.810967870883
106A PUNGGOL FIELD,5090.909090909091,4846.455614973262,public,1.3966048607668,103.90834413446
106B BIDADARI PK DR,11463.659574468085,11649.382978723404,public,1.33364211083176,103.871164760412
106B DEPOT RD,5750.0,5952.11783708146,public,1.28064950442563,103.810750913525
106B PUNGGOL FIELD,4222.222222222223,4433.206053206053,public,1.39709453228144,103.907955363138
106C PUNGGOL FIELD,4545.454545454545,4560.061957922921,public,1.39736664207497,103.907562230122
106D PUNGGOL FIELD,4954.545454545455,4654.429070218544,public,1.39762606734892,103.907358127148
107 ALJUNIED CRES,5546.763019589107,5614.558886765409,public,1.31896465338811,103.884287246879
107 ANG MO KIO AVE 4,4202.247191011236,4371.7466486431595,public,1.37138400081003,103.837381409794
107 BEDOK NTH RD,4697.451765562431,4791.298538244119,public,1.33231740745783,103.936301267285
107 BEDOK RESERVOIR RD,4378.911892152142,4846.326679258793,public,1.32987028916159,103.909220387915
107 BISHAN ST 12,5952.380952380952,6118.0884004884,public,1.34641761420969,103.847920706844
107 BT BATOK WEST AVE 6,4182.692307692308,4251.503977392987,public,1.34781088479752,103.746608758355
107 BT PURMEI RD,5623.2213127908835,5649.279884013823,public,1.27310165475122,103.824508572172
107 GANGSA RD,4735.099337748345,4954.447636294275,public,1.37798469700849,103.766714651133
107 JLN BT MERAH,4444.444444444444,4544.946932239432,public,1.27983690191197,103.824757769108
107 JLN RAJAH,5000.0,5268.956212484785,public,1.32785332684887,103.854993724632
107 JURONG EAST ST 13,5108.024691358025,5108.024691358025,public,1.33775456847586,103.73809335212
107 LENGKONG TIGA,6331.398512606566,6331.398512606566,public,1.32495459884083,103.910175149612
107 LOR 1 TOA PAYOH,4425.373134328358,4231.3432835820895,public,1.34123358840729,103.847294021513
107 PASIR RIS ST 12,4077.669902912621,4416.2459864773955,public,1.36750966709317,103.957518917808
107 POTONG PASIR AVE 1,5441.41957491472,5517.185533274125,public,1.33470936894148,103.86841323904
107 RIVERVALE WALK,3877.8084539223155,4227.8827632602515,public,1.38300501325196,103.900272453522
107 SERANGOON NTH AVE 1,4571.428571428572,4722.211720226843,public,1.36990040378361,103.870224884545
107 SIMEI ST 1,4509.615384615385,4757.001469795108,public,1.3421611396727,103.950489942022
107 TAMPINES ST 11,4880.952380952381,4935.230845181553,public,1.34837105821583,103.948128928872
107 TECK WHYE LANE,3658.8584474885847,3966.056652631995,public,1.37805538148223,103.753588247554
107 TOWNER RD,6093.425155925155,6354.547663792456,public,1.31933733566872,103.860225974926
107 WOODLANDS ST 13,3941.176470588235,3941.176470588235,public,1.43729843225252,103.782227077422
107 YISHUN RING RD,3955.223880597015,4150.848139018558,public,1.43221807625653,103.827520202898
107A CANBERRA ST,6344.086021505376,6303.786483029622,public,1.44990474622,103.832979240964
107A EDGEFIELD PLAINS,4545.454545454546,4550.796289296289,public,1.39719879396476,103.906825785664
107B CANBERRA ST,6344.086021505376,6371.26279114314,public,1.44916516333167,103.833497265983
107B EDGEFIELD PLAINS,4181.818181818182,4431.926238199922,public,1.39683723523598,103.907248151565
107C CANBERRA ST,6366.072861498957,6322.9116112983465,public,1.44855782306648,103.833864786
107C EDGEFIELD PLAINS,4289.389898989899,4416.9190125190125,public,1.39662152089139,103.907600724822
107D EDGEFIELD PLAINS,4136.363636363636,4322.218124006359,public,1.39623982211947,103.90800726106
108 ALJUNIED CRES,5102.941176470588,5038.008667458591,public,1.31901276113362,103.885168792784
108 ANG MO KIO AVE 4,4402.985074626866,4672.808064989666,public,1.37094273993861,103.837974822369
108 BEDOK NTH RD,4543.940298507463,4681.118372033084,public,1.3327400821369,103.936223521869
108 BEDOK RESERVOIR RD,4542.857142857143,4750.403601749121,public,1.33023192210361,103.909386968106
108 BISHAN ST 12,5617.9775280898875,5626.452146869984,public,1.34671498920224,103.847398357544
108 BT BATOK WEST AVE 6,4392.523364485981,4543.813403626487,public,1.34744385185714,103.746502067957
108 BT PURMEI RD,5333.333333333333,5453.61264033264,public,1.27337413706546,103.825328120716
108 C'WEALTH CRES,4867.458482236704,4873.2842782099615,public,1.30754731967127,103.799088583204
108 GANGSA RD,4528.1287405240055,4519.030655672297,public,1.37759685167022,103.767227214144
108 HOUGANG AVE 1,4179.104477611941,4288.358775920965,public,1.35277219646669,103.890098621423
108 JLN BT MERAH,5135.135135135135,5248.691652670911,public,1.27922008833835,103.825441382185
108 JLN RAJAH,5120.0,5415.032757115563,public,1.32838935725024,103.855750872335
108 JURONG EAST ST 13,4512.077294685991,4678.892512077295,public,1.33838044361314,103.7372828937
108 LENGKONG TIGA,6025.974025974026,6265.0317718810875,public,1.32456370966495,103.91013096847
108 LOR 1 TOA PAYOH,4772.727272727272,4588.068181818182,public,1.34155252910062,103.847295147125
108 MCNAIR RD,6093.75,6153.118735150873,public,1.3216190383169,103.859382719506
108 PASIR RIS ST 12,4897.260273972603,5016.060081501655,public,1.36747877864087,103.95701769761
108 POTONG PASIR AVE 1,5251.096300183679,5485.361808215983,public,1.33472004322162,103.867928446438
108 RIVERVALE WALK,4256.198347107438,4330.155148716774,public,1.38281168591309,103.899782887436
108 SERANGOON NTH AVE 1,4500.0,4706.788729858673,public,1.36990058539467,103.871279457595
108 SIMEI ST 1,4692.307692307692,4919.234709962169,public,1.34301954085884,103.951007442775
108 TAMPINES ST 11,4378.205128205128,4760.74089972738,public,1.34786646438205,103.94856161626
108 TECK WHYE LANE,4116.438356164384,4315.523258415861,public,1.378324137359,103.752950750544
108 WOODLANDS ST 13,3532.9670329670325,3827.3886391548413,public,1.43721908735525,103.781576753293
108 YISHUN RING RD,4000.2194907813873,4298.314152200248,public,1.43232355080911,103.829071971177
108A CANBERRA WALK,6329.781330288324,6384.311402924477,public,1.44776056626366,103.831274677849
108B CANBERRA WALK,6290.322580645161,6294.956507697587,public,1.44818951673352,103.831856910403
108B MCNAIR RD,7721.419828641371,7682.611550016691,public,1.31998124429925,103.859005144914
108C CANBERRA WALK,6335.75982491198,6338.59649122807,public,1.44735330149199,103.831796158318
108C MCNAIR RD,7649.122807017544,7835.2652231596,public,1.31984417513752,103.859462494536
109 ALJUNIED CRES,5350.0,5556.553004830917,public,1.31939291785822,103.884439876207
109 ANG MO KIO AVE 4,4405.351292318894,4484.144124109078,public,1.37009653758337,103.837687775294
109 BEDOK NTH RD,4149.253731343284,4374.251996807083,public,1.33205316021213,103.93493510232
109 BEDOK RESERVOIR RD,5268.6567164179105,5124.378109452736,public,1.32963136613535,103.909902161479
109 BISHAN ST 12,6309.523809523809,6504.070871157827,public,1.34675059587742,103.847990168368
109 BT BATOK WEST AVE 6,5012.71186440678,5029.930266343826,public,1.34700376747987,103.746170410388
109 BT PURMEI RD,5290.54054054054,5372.296849566188,public,1.27392939929265,103.825310761145
109 C'WEALTH CRES,4925.373134328358,4900.276940551636,public,1.30724943075855,103.798938288338
109 CLEMENTI ST 11,5135.60247542774,5260.364378280893,public,1.32189101790957,103.770595265822
109 GANGSA RD,4195.3125,4642.063492063492,public,1.37736736489734,103.767748758874
